Img_Name,Top,Left,Width,Height,Label
01-30 01.35.11.jpg,274,339,28,27,Speed Limit 20
01-30 01.41.13.jpg,233,282,41,39,Speed Limit 30
01-30 03.29.43.jpg,286,292,21,20,Speed Limit 20
01-30 12.01.22.jpg,223,324,48,43,Speed Limit 30
01-30 03.23.58.jpg,174,1118,57,74,Speed Limit 20
01-30 12.05.12.jpg,325,852,19,42,Speed Limit 30
01-05 10.15.38.jpg,360,765,45,60,Speed Limit 40
01-05 10.15.27_2.jpg,248,422,17,24,Speed Limit 60
01-09 14.53.32.jpg,344,212,40,37,Speed Limit 30
01-09 14.53.59.jpg,390,226,25,24,Speed Limit 30
01-09 15.05.21.jpg,335,286,57,59,Speed Limit 20
01-09 15.11.57.jpg,342,337,63,67,Speed Limit 20
01-09 15.18.29.jpg,236,147,80,102,Speed Limit 30
01-07 11.34.55.jpg,111,958,95,148,Speed Limit 20
01-07 16.39.19.jpg,282,1113,55,78,Speed Limit 40
01-24 10.06.06.jpg,173,1154,125,210,Speed Limit 30
01-24 12.10.03.jpg,357,846,23,31,Speed Limit 20
01-25 11.46.34.jpg,474,983,31,31,Speed Limit 30
01-25 11.49.04.jpg,366,1226,55,59,Speed Limit 30
01-25 11.59.30.jpg,273,1008,101,99,Speed Limit 20
01-25 11.36.20.jpg,330,442,69,73,Speed Limit 20
